id,name,phone,address,businessHours,services,latitude,longitude,isActive,createdAt,updatedAt
30155,龍井店,04-26366177,"沙田路5段99之1&101號1F, 龍井區, 台中市",,,24.19349,120.546,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30156,台中嶺東店,04-23826951,"嶺東路710、720號, 南屯區, 台中市",,,24.13712,120.6085,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30157,太平旱溪店,04-23950756,"中山路四段233號, 太平區, 台中市",,,24.14782,120.7008,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30158,新東海店,04-24625570,"玉門路29號, 西屯區, 台中市",,,24.18554,120.6095,1,2025-11-24 13:33:28,2025-11-24 13:33:28
30159,新大雅店,04-37077910,"雅環路一段52號, 大雅區, 台中市",,,24.2165,120.6525,1,2025-11-24 13:33:29,2025-11-24 13:33:29
30160,中清店,04-24261688,"中清路二段743號, 北屯區, 台中市",,,24.18603,120.6637,1,2025-11-24 13:33:29,2025-11-24 13:33:29
30161,新豐原旗鑑店,04-25235936,"大社街39號, 豐原區, 台中市",,,24.25036,120.7012,1,2025-11-24 13:33:29,2025-11-24 13:33:29
30162,沙鹿向上店,04-26365121,"向上路七段100、106號, 沙鹿區, 台中市",,,24.21793,120.546,1,2025-11-24 13:33:29,2025-11-24 13:33:29
30163,敦富店,04-36055528,"敦富路217號, 北屯區, 台中市",,,24.18484,120.7076,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30164,台中甘肅店,04-23110212,"文心路三段135號1樓, 西屯區, 台中市",,,24.16964,120.6559,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30165,公益店,04-23190628,"公益路二段125號, 南屯區, 台中市",,,24.15071,120.6488,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30166,彰化店,04-7366906,"彰新路一段138巷1號, 彰化市, 彰化縣",,,24.09095,120.5386,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30167,竹山店,04-92632311,"大禮路89號, 竹山鎮, 南投縣",,,23.75926,120.6805,1,2025-11-24 13:33:30,2025-11-24 13:33:30
30168,二林店,04-8955862,"後厝里吉昌二街77號, 二林鎮, 彰化縣",,,23.90322,120.394,1,2025-11-24 13:33:31,2025-11-24 13:33:31
30169,彰化中正店,04-7203996,"中正路二段451號, 彰化市, 彰化縣",,,24.07234,120.5366,1,2025-11-24 13:33:31,2025-11-24 13:33:31
30170,鹿港店,04-7769118,"彰鹿路七段612號, 福興鄉, 彰化縣",,,24.04862,120.4425,1,2025-11-24 13:33:31,2025-11-24 13:33:31
30171,草屯店,04-92321118,"博愛路501號, 草屯鎮, 南投縣",,,23.9859,120.6832,1,2025-11-24 13:33:31,2025-11-24 13:33:31
30172,大里二店,04-24960268,"中興路一段298-1號, 大里區, 台中市",,,24.08892,120.6952,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30173,埔里店,04-92999900,"北環路131號1-3樓, 埔里鎮, 南投縣",,,23.96855,120.9697,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30174,南投店,04-92208010,"果稟路101號, 南投市, 南投縣",,,23.90593,120.6933,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30175,田中店,04-8753955,"中正路570號, 田中鎮, 彰化縣",,,23.86344,120.5839,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30176,員林大同店,04-8320012,"大同路一段199號, 員林鎮, 彰化縣",,,23.95969,120.5804,1,2025-11-24 13:33:32,2025-11-24 13:33:32
30177,溪湖店,04-8815662,"彰水路二段839.841.843號1F-3F, 溪湖鎮, 彰化縣",,,23.95279,120.4803,1,2025-11-24 13:33:33,2025-11-24 13:33:33
30178,霧峰店,04-23331638,"中正路1098號1F-3F, 霧峰區, 台中市",,,24.25764,120.6578,1,2025-11-24 13:33:33,2025-11-24 13:33:33
30179,豐樂店,04-23893088,"永春東路820號1-2F, 南屯區, 台中市",,,24.1351,120.6418,1,2025-11-24 13:33:33,2025-11-24 13:33:33
30180,北斗店,04-8881866,"光華街31號, 北斗鎮, 彰化縣",,,23.87378,120.5265,1,2025-11-24 13:33:33,2025-11-24 13:33:33
30181,南崗店,04-92207277,"南崗二路464號1F-2F, 南投市, 南投縣",,,23.91686,120.6768,1,2025-11-24 13:33:34,2025-11-24 13:33:34
30182,秀水店,04-7688977,"彰水路二段578號, 秀水鄉, 彰化縣",,,24.03124,120.4976,1,2025-11-24 13:33:34,2025-11-24 13:33:34
30183,新和美店,04-7575660,"鹿和路六段465號, 和美鎮, 彰化縣",,,24.11079,120.4963,1,2025-11-24 13:33:34,2025-11-24 13:33:34
30184,鹿港民權店,04-7781150,"中興里民權路197-199號1F+2F, 鹿港鎮, 彰化縣",,,24.05635,120.435,1,2025-11-24 13:33:34,2025-11-24 13:33:34
30185,新大里店,04-24837595,"中興路二段478之3號, 大里區, 台中市",,,24.11028,120.6902,1,2025-11-24 13:33:34,2025-11-24 13:33:34
30186,永靖店,04-8230398,"東門路95號, 永靖鄉, 彰化縣",,,23.92241,120.5501,1,2025-11-24 13:33:35,2025-11-24 13:33:35
30187,台中五權店,04-23807979,"五權西路二段777號, 南屯區, 台中市",,,24.14513,120.6169,1,2025-11-24 13:33:35,2025-11-24 13:33:35
30188,台中超越店,04-23280572,"大墩路888號, 南屯區, 台中市",,,24.15166,120.6503,1,2025-11-24 13:33:35,2025-11-24 13:33:35
30189,南投名間店,04-92730558,"員集路151之11號, 名間鄉, 南投縣",,,23.83535,120.701,1,2025-11-24 13:33:35,2025-11-24 13:33:35
30190,北港店,05-7732531,"民享路13號,15號, 北港鎮, 雲林縣",,,23.57484,120.3017,1,2025-11-24 13:33:36,2025-11-24 13:33:36
30191,嘉義店,05-2833977,"興業西路348號, 嘉義市",,,23.46794,120.438,1,2025-11-24 13:33:36,2025-11-24 13:33:36
30192,新營三民店,06-6379526,"三民路188號, 新營區, 台南市",,,23.17948,120.2458,1,2025-11-24 13:33:36,2025-11-24 13:33:36
30193,虎尾店,05-6360993,"復興路226號1-2樓, 虎尾鎮, 雲林縣",,,23.70459,120.4238,1,2025-11-24 13:33:36,2025-11-24 13:33:36
30194,朴子店,05-3707888,"四維路2段58號, 朴子市, 嘉義縣",,,23.45885,120.2415,1,2025-11-24 13:33:36,2025-11-24 13:33:36
30195,嘉義旗艦店,05-2319355,"文化路501號, 嘉義市",,,23.49094,120.4452,1,2025-11-24 13:33:37,2025-11-24 13:33:37
30196,斗南店,05-5955880,"南昌西路109號, 斗南鎮, 雲林縣",,,23.6702,120.4744,1,2025-11-24 13:33:37,2025-11-24 13:33:37
30197,斗六店,05-5361551,"中堅西路64號, 斗六市, 雲林縣",,,23.70062,120.5362,1,2025-11-24 13:33:37,2025-11-24 13:33:37
30198,垂楊店,05-2770758,"垂楊路52號, 東區, 嘉義市",,,23.47493,120.4598,1,2025-11-24 13:33:37,2025-11-24 13:33:37
30199,大林店,05-2649805,"祥和路178號1F, 大林鎮, 嘉義縣",,,23.60428,120.4526,1,2025-11-24 13:33:38,2025-11-24 13:33:38
30200,麥寮店,05-6931755,"中興路76號1-2F, 麥寮鄉, 雲林縣",,,23.75224,120.252,1,2025-11-24 13:33:38,2025-11-24 13:33:38
30201,民雄店,05-2200238,"建國路三段189.191.193.195號1F-3F, 民雄鄉, 嘉義縣",,,23.52412,120.4391,1,2025-11-24 13:33:38,2025-11-24 13:33:38
30202,民雄文化店,05-2262600,"文化路50號1-2F, 民雄鄉, 嘉義縣",,,23.55402,120.4302,1,2025-11-24 13:33:38,2025-11-24 13:33:38
30203,水上店,05-2602100,"中興路215號1F, 水上鄉, 嘉義縣",,,23.42962,120.4031,1,2025-11-24 13:33:38,2025-11-24 13:33:38
30204,土庫店,05-6621066,"建國路23-5號, 土庫鎮, 雲林縣",,,23.67952,120.3983,1,2025-11-24 13:33:39,2025-11-24 13:33:39
30205,中埔店,05-2162226,"吳鳳南路519號, 東區, 嘉義市",,,23.46149,120.4571,1,2025-11-24 13:33:39,2025-11-24 13:33:39
30206,慶生店,05-5320183,"慶生路266號1樓, 斗六市, 雲林縣",,,23.71374,120.5395,1,2025-11-24 13:33:39,2025-11-24 13:33:39
30207,六甲店,06-6993003,"中山路137號1F+2F, 六甲區, 台南市",,,23.13208,120.2946,1,2025-11-24 13:33:39,2025-11-24 13:33:39
30208,新鹽水店,06-6530618,"康樂路146之6號, 鹽水區, 台南市",,,23.31953,120.2682,1,2025-11-24 13:33:40,2025-11-24 13:33:40
30209,新西螺店,05-5876767,"中山路211、213、215號, 西螺鎮, 雲林縣",,,23.79964,120.4581,1,2025-11-24 13:33:40,2025-11-24 13:33:40
30210,新白河店,06-6850598,"國泰路157號, 白河區, 台南市",,,23.349,120.4125,1,2025-11-24 13:33:40,2025-11-24 13:33:40
30211,斗六鎮南店,05-5328678,"鎮南路319號, 斗六市, 雲林縣",,,23.699,120.5419,1,2025-11-24 13:33:40,2025-11-24 13:33:40
30212,嘉義新港店,05-3745298,"中山路72巷2號之3, 新港鄉, 嘉義縣",,,23.55413,120.3467,1,2025-11-24 13:33:40,2025-11-24 13:33:40
30213,佳里店,06-7232181,"延平路91號, 佳里區, 台南市",,,23.15575,120.1789,1,2025-11-24 13:33:41,2025-11-24 13:33:41
30214,中華店,06-3121632,"中華路149號, 永康區, 台南市",,,23.00351,120.235,1,2025-11-24 13:33:41,2025-11-24 13:33:41
30215,安南店,06-2500245,"海佃路一段329號, 安南區, 台南市",,,23.02613,120.1907,1,2025-11-24 13:33:41,2025-11-24 13:33:41
30216,永華店,06-2992282,"永華路一段350號, 安平區, 台南市",,,22.98733,120.1955,1,2025-11-24 13:33:41,2025-11-24 13:33:41
30217,仁德店,06-2490662,"中山路537號, 仁德區, 台南市",,,23.13271,120.2877,1,2025-11-24 13:33:42,2025-11-24 13:33:42
30218,麻豆店,06-5710617,"中山路143號, 麻豆區, 台南市",,,23.1575,120.1771,1,2025-11-24 13:33:42,2025-11-24 13:33:42
30219,永華二店,06-2939388,"永華路2段35號, 安平區, 台南市",,,22.98888,120.1859,1,2025-11-24 13:33:42,2025-11-24 13:33:42
30220,新化店,06-5983976,"中山路５３０號, 新化區, 台南市",,,23.13289,120.2876,1,2025-11-24 13:33:42,2025-11-24 13:33:42
30221,善化店,06-5853888,"中正路412號, 善化區, 台南市",,,23.03285,120.2468,1,2025-11-24 13:33:42,2025-11-24 13:33:42
30222,崇德店,06-2682112,"中華東路三段176號, 東區, 台南市",,,22.97742,120.2256,1,2025-11-24 13:33:43,2025-11-24 13:33:43
30223,學甲店,06-7833588,"中山路100號, 學甲區, 台南市",,,23.13317,120.3031,1,2025-11-24 13:33:43,2025-11-24 13:33:43
30224,鹽行店,06-2433386,"中正北路45號, 永康區, 台南市",,,23.04175,120.2392,1,2025-11-24 13:33:43,2025-11-24 13:33:43
30225,小北店,06-2823857,"西門路四段2號1F-2F, 北區, 台南市",,,23.00563,120.206,1,2025-11-24 13:33:43,2025-11-24 13:33:43
30226,台南旗艦店,06-2891178,"大同路三段665號, 仁德區, 台南市",,,22.94851,120.2198,1,2025-11-24 13:33:44,2025-11-24 13:33:44
30227,新市店,06-5890809,"仁愛街79-3號, 新市區, 台南市",,,23.07212,120.2925,1,2025-11-24 13:33:44,2025-11-24 13:33:44
30228,關廟店,06-5965909,"南雄路一段1039號1-2F, 關廟區, 台南市",,,22.95663,120.3283,1,2025-11-24 13:33:44,2025-11-24 13:33:44
30229,灣裡店,06-2625099,"興南街70號1F~2F, 南區, 台南市",,,22.92406,120.1838,1,2025-11-24 13:33:44,2025-11-24 13:33:44
30230,歸仁店,06-2305377,"中山路三段158.160號, 歸仁區, 台南市",,,22.96762,120.2877,1,2025-11-24 13:33:44,2025-11-24 13:33:44
30231,玉井店,06-5743189,"中華路204號1樓, 玉井區, 台南市",,,23.00496,120.2357,1,2025-11-24 13:33:45,2025-11-24 13:33:45
30232,六甲頂店,06-2812938,"甲頂里中正南路112號, 永康區, 台南市",,,23.02173,120.2164,1,2025-11-24 13:33:45,2025-11-24 13:33:45
30233,台南林森店,06-2371958,"林森路2段39號, 東區, 台南市",,,22.98637,120.2224,1,2025-11-24 13:33:45,2025-11-24 13:33:45
30234,台南東寧店,06-2091580,"東寧路393號, 東區, 台南市",,,22.98974,120.2294,1,2025-11-24 13:33:45,2025-11-24 13:33:45
30235,文賢店,06-2585008,"文賢路417號, 北區, 台南市",,,23.00878,120.1936,1,2025-11-24 13:33:46,2025-11-24 13:33:46
30236,永康大灣店,06-2058808,"大灣路798巷17號, 永康區, 台南市",,,23.00085,120.2585,1,2025-11-24 13:33:46,2025-11-24 13:33:46
30237,新光華店,07-2262335,"光華一路160號, 苓雅區, 高雄市",,,22.62818,120.3141,1,2025-11-24 13:33:46,2025-11-24 13:33:46
30238,華榮店,07-5527930,"華榮路345號, 鼓山區, 高雄市",,,22.6678,120.2957,1,2025-11-24 13:33:46,2025-11-24 13:33:46
30239,金鼎店,07-3508195,"鼎強街93-1,95號, 三民區, 高雄市",,,22.66532,120.3208,1,2025-11-24 13:33:46,2025-11-24 13:33:46
30240,右昌店,07-3643207,"德民路836號, 楠梓區, 高雄市",,,22.72189,120.2908,1,2025-11-24 13:33:47,2025-11-24 13:33:47
30241,新岡山店,07-6224689,"溪東路68號2F, 岡山區, 高雄市",,,22.79177,120.2918,1,2025-11-24 13:33:47,2025-11-24 13:33:47
30242,旗山店,07-6627226,"中華路1036號, 旗山區, 高雄市",,,22.87951,120.4832,1,2025-11-24 13:33:47,2025-11-24 13:33:47
30243,自由店,07-5565878,"自由二路329號1-2樓, 左營區, 高雄市",,,22.66446,120.3081,1,2025-11-24 13:33:47,2025-11-24 13:33:47
30244,橋頭店,07-6125945,"成功南路148巷1號, 橋頭區, 高雄市",,,22.75255,120.3131,1,2025-11-24 13:33:48,2025-11-24 13:33:48
30245,阿蓮店,07-6320088,"忠孝路382號, 阿蓮區, 高雄市",,,22.90275,120.1836,1,2025-11-24 13:33:48,2025-11-24 13:33:48
30246,建國數位店,07-2381250,"建國二路226號,228號, 三民區, 高雄市",,,22.63753,120.3087,1,2025-11-24 13:33:48,2025-11-24 13:33:48
30247,楠梓店,07-3512336,"鳳楠路268號, 楠梓區, 高雄市",,,22.7267,120.3295,1,2025-11-24 13:33:48,2025-11-24 13:33:48
30248,高美店,07-5228638,"美術館路38號-40號1F, 鼓山區, 高雄市",,,22.65478,120.2929,1,2025-11-24 13:33:48,2025-11-24 13:33:48
30249,福山店,07-3452125,"自由四路126號1F, 左營區, 高雄市",,,22.68182,120.3142,1,2025-11-24 13:33:49,2025-11-24 13:33:49
30250,路竹店,07-6073618,"中正路182號, 路竹區, 高雄市",,,22.62728,120.3014,1,2025-11-24 13:33:49,2025-11-24 13:33:49
30251,WanDau華榮,07-5550279,"華榮路345號, 鼓山區, 高雄市",,,22.6678,120.2957,1,2025-11-24 13:33:49,2025-11-24 13:33:49
30252,鹽埕店,07-5311160,"大勇路110&112號1+2F, 鹽埕區, 高雄市",,,22.62074,120.2825,1,2025-11-24 13:33:49,2025-11-24 13:33:49
30253,河西店,07-5224438,"河西一路1471號1F+2F, 鼓山區, 高雄市",,,22.65102,120.2877,1,2025-11-24 13:33:50,2025-11-24 13:33:50
30254,重義店,07-3410116,"重義路9號, 左營區, 高雄市",,,22.68518,120.3134,1,2025-11-24 13:33:50,2025-11-24 13:33:50
30255,明誠店,07-3495886,"明誠二路78號, 三民區, 高雄市",,,22.66038,120.3131,1,2025-11-24 13:33:50,2025-11-24 13:33:50
30256,大社店,07-3551886,"大新路 19號, 大社區, 高雄市",,,22.72473,120.3451,1,2025-11-24 13:33:50,2025-11-24 13:33:50
30257,楠梓德中店,07-3602898,"德中路512.516號, 楠梓區, 高雄市",,,22.72211,120.2772,1,2025-11-24 13:33:50,2025-11-24 13:33:50
30258,至美超越店,07-5502168,"美明路86號, 鼓山區, 高雄市",,,22.66514,120.2913,1,2025-11-24 13:33:51,2025-11-24 13:33:51
30259,五甲店,07-7150122,"五甲二路219號, 鳳山區, 高雄市",,,22.59991,120.3395,1,2025-11-24 13:33:51,2025-11-24 13:33:51
30260,屏東店,08-7326639,"自由路585號, 屏東市, 屏東縣",,,22.68316,120.4861,1,2025-11-24 13:33:51,2025-11-24 13:33:51
30261,潮州店,08-7887313,"延平路2號1.2.3樓, 潮州鎮, 屏東縣",,,22.55168,120.5404,1,2025-11-24 13:33:51,2025-11-24 13:33:51
30262,東港店,08-8339417,"中山路2~41.42.43號, 東港鎮, 屏東縣",,,22.46549,120.4534,1,2025-11-24 13:33:52,2025-11-24 13:33:52
30263,林園店,07-6465690,"東林西路35號1.2樓, 林園區, 高雄市",,,22.50373,120.3947,1,2025-11-24 13:33:52,2025-11-24 13:33:52
30264,恆春店,08-8882008,"恆公路1028號, 恆春鎮, 屏東縣",,,22.01074,120.7419,1,2025-11-24 13:33:52,2025-11-24 13:33:52
30265,林邊店,08-8757856,"中山路368號, 林邊鄉, 屏東縣",,,22.43848,120.5117,1,2025-11-24 13:33:52,2025-11-24 13:33:52
30266,瑞隆店,07-7236808,"瑞隆路401號, 前鎮區, 高雄市",,,22.60529,120.3303,1,2025-11-24 13:33:52,2025-11-24 13:33:52
30267,鳳山店,07-7413882,"中山路138之7,8,9號, 鳳山區, 高雄市",,,22.62493,120.3571,1,2025-11-24 13:33:53,2025-11-24 13:33:53
30268,內埔店,08-7781230,"學人路678號, 內埔鄉, 屏東縣",,,22.60668,120.5639,1,2025-11-24 13:33:53,2025-11-24 13:33:53
30269,鳳山二店,07-7762800,"建國路二段178號, 鳳山區, 高雄市",,,22.63623,120.3593,1,2025-11-24 13:33:53,2025-11-24 13:33:53
30270,力行店,07-7825328,"力行路113號, 大寮區, 高雄市",,,22.6383,120.2878,1,2025-11-24 13:33:53,2025-11-24 13:33:53
30271,里港店,08-7721755,"永樂路18號1F-2F, 里港鄉, 屏東縣",,,22.77721,120.4928,1,2025-11-24 13:33:54,2025-11-24 13:33:54
30272,枋寮店,08-8782855,"中興路22-9號1F-4F, 枋寮鄉, 屏東縣",,,22.36708,120.5936,1,2025-11-24 13:33:54,2025-11-24 13:33:54
30273,萬丹店,08-7776322,"西環路803號, 萬丹鄉, 屏東縣",,,22.59252,120.4884,1,2025-11-24 13:33:54,2025-11-24 13:33:54
30274,廣東店,08-7233595,"公園東路69.71號, 屏東市, 屏東縣",,,22.67127,120.502,1,2025-11-24 13:33:54,2025-11-24 13:33:54
30275,康定店,07-8122108,"康定路168號, 前鎮區, 高雄市",,,22.58944,120.3162,1,2025-11-24 13:33:54,2025-11-24 13:33:54
30276,屏東新中正店,08-7660069,"公園路40、42號, 屏東市, 屏東縣",,,22.67491,120.4888,1,2025-11-24 13:33:55,2025-11-24 13:33:55
30277,鳥松店,07-7311286,"大仁北路31號, 鳥松區, 高雄市",,,22.80194,120.302,1,2025-11-24 13:33:55,2025-11-24 13:33:55
30278,澄清店,07-7805518,"澄清路666號, 三民區, 高雄市",,,22.64495,120.3468,1,2025-11-24 13:33:55,2025-11-24 13:33:55
30279,新小港店,07-8033189,"康莊路100號, 小港區, 高雄市",,,22.56828,120.3543,1,2025-11-24 13:33:55,2025-11-24 13:33:55
30280,新仁武店,07-3753035,"八德南路432號, 仁武區, 高雄市",,,22.67929,120.3401,1,2025-11-24 13:33:56,2025-11-24 13:33:56
30281,仁武中華店,07-3717968,"中華路351號, 仁武區, 高雄市",,,22.72712,120.3544,1,2025-11-24 13:33:56,2025-11-24 13:33:56
30282,新建工,07-3821998,"建工路630號, 三民區, 高雄市",,,22.64925,120.3227,1,2025-11-24 13:33:56,2025-11-24 13:33:56
30283,羅東店,03-9558851,"興東南路176號, 羅東鎮, 宜蘭縣",,,24.67046,121.769,1,2025-11-24 13:33:56,2025-11-24 13:33:56
30284,台東店,08-9361008,"新生路465號, 台東市, 台東縣",,,22.76006,121.1392,1,2025-11-24 13:33:56,2025-11-24 13:33:56
30285,玉里店,03-8888446,"興國路二段62號, 玉里鎮, 花蓮縣",,,23.33658,121.3202,1,2025-11-24 13:33:57,2025-11-24 13:33:57
30286,蘇澳店,03-9952969,"中山路一段152號, 蘇澳鎮, 宜蘭縣",,,24.59572,121.8453,1,2025-11-24 13:33:57,2025-11-24 13:33:57
30287,宜蘭店,03-9325775,"宜興路一段19號1-3樓, 宜蘭市, 宜蘭縣",,,24.74864,121.7549,1,2025-11-24 13:33:57,2025-11-24 13:33:57
30288,礁溪店,03-9881970,"中山路二段132號, 礁溪鄉, 宜蘭縣",,,24.82681,121.7738,1,2025-11-24 13:33:57,2025-11-24 13:33:57
30289,台東大同店,08-9351918,"大同路147號1F-2F, 台東市, 台東縣",,,22.7528,121.1536,1,2025-11-24 13:33:58,2025-11-24 13:33:58
30290,花蓮建國店,03-8577085,"建國路一段119之1 119之2號1F, 吉安鄉, 花蓮縣",,,23.98551,121.5925,1,2025-11-24 13:33:58,2025-11-24 13:33:58
30291,新吉安店,03-8512058,"中央路二段391號1-2F, 吉安鄉, 花蓮縣",,,23.97661,121.5792,1,2025-11-24 13:33:58,2025-11-24 13:33:58
30292,新花蓮旗艦店,03-8357016,"中正路595號1-3樓, 花蓮市, 花蓮縣",,,23.97852,121.6089,1,2025-11-24 13:33:58,2025-11-24 13:33:58
30293,宜蘭頭城店,03-9770710,"開蘭路149號, 頭城鎮, 宜蘭縣",,,24.86061,121.8254,1,2025-11-24 13:33:58,2025-11-24 13:33:58
30294,花蓮林森店,03-8330028,"林森路216.218號, 花蓮市, 花蓮縣",,,23.97989,121.6031,1,2025-11-24 13:33:59,2025-11-24 13:33:59
30295,羅東光榮,03-9502808,"光榮路480號, 羅東鎮, 宜蘭縣",,,24.67427,121.7776,1,2025-11-24 13:33:59,2025-11-24 13:33:59
30296,花蓮富國店,03-8570698,"富國路105號, 花蓮市, 花蓮縣",,,23.9902,121.5951,1,2025-11-24 13:33:59,2025-11-24 13:33:59
30297,網銷北區倉,03-3282912,"頂湖路31號, 龜山區, 桃園市",,,25.04355,121.3618,1,2025-11-24 13:33:59,2025-11-24 13:33:59
30298,內湖蘋果維修,02-77049823,"堤頂大道一段331號1樓, 內湖區, 台北市",,,25.0628,121.5731,1,2025-11-24 13:34:00,2025-11-24 13:34:00
30299,台北蘋果維修,02-77049838,"中原東路188號, 新莊區, 新北市",,,25.0545,121.4614,1,2025-11-24 13:34:00,2025-11-24 13:34:00
30300,高雄蘋果維修,02-77049848,"自由二路329號1樓, 左營區, 高雄市",,,22.66446,120.3081,1,2025-11-24 13:34:00,2025-11-24 13:34:00
30301,北區物流中心,03-3282912,"頂湖路31號, 龜山區, 桃園市",,,25.04355,121.3618,1,2025-11-24 13:34:00,2025-11-24 13:34:00
30302,中區物流中心,04-25668711,"神林路一段343巷35號, 大雅區, 台中市",,,24.24128,120.6548,1,2025-11-24 13:34:00,2025-11-24 13:34:00
30303,南投配裝倉,04-92220060,"果稟路101號, 南投市, 南投縣",,,23.90593,120.6933,1,2025-11-24 13:34:01,2025-11-24 13:34:01
30304,新竹配裝倉,03-5380798,"中華路四段451巷85號, 香山區, 新竹市",,,24.78896,120.9345,1,2025-11-24 13:34:01,2025-11-24 13:34:01
30305,南區物流中心,06-2891195,"大同路三段665號, 仁德區, 台南市",,,22.94851,120.2198,1,2025-11-24 13:34:01,2025-11-24 13:34:01
30306,南區配裝倉,06-2660237,"保安工業區開發二路4號, 仁德區, 台南市",,,22.92195,120.2446,1,2025-11-24 13:34:01,2025-11-24 13:34:01
30307,高雄配裝倉,07-3103140,"高楠公路30號(華榮電纜內), 仁武區, 高雄市",,,22.69376,120.3223,1,2025-11-24 13:34:02,2025-11-24 13:34:02
30308,嘉義配裝倉,05-2319352,"文化路501號1樓, 嘉義市",,,23.49094,120.4452,1,2025-11-24 13:34:02,2025-11-24 13:34:02
30309,桃園物流中心,03-4962399,"高上路一段291-2號, 楊梅區, 桃園市",,,24.94085,121.1583,1,2025-11-24 13:34:02,2025-11-24 13:34:02
30310,屏東配裝倉,08-7210826,"中山路340號, 麟洛鄉, 屏東縣",,,22.65475,120.5216,1,2025-11-24 13:34:02,2025-11-24 13:34:02
30311,雲林配裝倉,05-5960266,"南昌路109號, 斗南鎮, 雲林縣",,,23.67302,120.4792,1,2025-11-24 13:34:02,2025-11-24 13:34:02
30312,花蓮配裝倉,03-8512058,"中央路二段391號1-2F, 吉安鄉, 花蓮縣",,,23.97661,121.5792,1,2025-11-24 13:34:03,2025-11-24 13:34:03
